,Date,Country,Confirmed,Death,Recovered,Active
1287,2003-05-20,New Zealand,1,0,1,0
1288,2003-05-20,Philippines,12,2,8,2
1289,2003-05-20,Republic of Ireland,1,0,1,0
1290,2003-05-20,Republic of Korea,3,0,2,1
1291,2003-05-20,Romania,1,0,1,0
1292,2003-05-20,Singapore,206,28,161,17
1293,2003-05-20,South Africa,1,1,0,0
1294,2003-05-20,Spain,1,0,1,0
1295,2003-05-20,Sweden,3,0,3,0
1296,2003-05-20,Switzerland,1,0,1,0
1297,2003-05-20,Thailand,8,2,5,1
1298,2003-05-20,United Kingdom,4,0,4,0
1299,2003-05-20,United States,67,0,34,33
1300,2003-05-20,Viet Nam,63,5,58,0
1301,2003-05-21,Brazil,2,0,2,0
1302,2003-05-21,Canada,140,23,108,9
1303,2003-05-21,China,5249,296,2335,2618
1304,2003-05-21,"Hong Kong SAR, China",1719,255,1237,227
1305,2003-05-21,"Macao SAR, China",1,0,0,1
1306,2003-05-21,"Taiwan, China",418,52,71,295
1307,2003-05-21,Colombia,1,0,1,0
1308,2003-05-21,Finland,1,0,1,0
1309,2003-05-21,France,7,0,6,1
1310,2003-05-21,Germany,9,0,9,0
1311,2003-05-21,India,3,0,3,0
1312,2003-05-21,Indonesia,2,0,2,0
1313,2003-05-21,Italy,9,0,9,0
1314,2003-05-21,Kuwait,1,0,1,0
1315,2003-05-21,Malaysia,8,2,5,1
1316,2003-05-21,Mongolia,9,0,8,1
1317,2003-05-21,New Zealand,1,0,1,0
1318,2003-05-21,Philippines,12,2,10,0
1319,2003-05-21,Republic of Ireland,1,0,1,0
1320,2003-05-21,Republic of Korea,3,0,2,1
1321,2003-05-21,Romania,1,0,1,0
1322,2003-05-21,Singapore,206,28,161,17
1323,2003-05-21,South Africa,1,1,0,0
1324,2003-05-21,Spain,1,0,1,0
1325,2003-05-21,Sweden,3,0,3,0
1326,2003-05-21,Switzerland,1,0,1,0
1327,2003-05-21,Thailand,8,2,5,1
1328,2003-05-21,United Kingdom,4,0,4,0
1329,2003-05-21,United States,66,0,33,33
1330,2003-05-21,Viet Nam,63,5,58,0
1331,2003-05-22,Australia,6,0,6,0
1332,2003-05-22,Brazil,2,0,2,0
1333,2003-05-22,Canada,140,23,109,8
1334,2003-05-22,China,5271,300,2445,2526
1335,2003-05-22,"Hong Kong SAR, China",1722,258,1247,217
1336,2003-05-22,"Macao SAR, China",2,0,0,2
1337,2003-05-22,"Taiwan, China",483,60,74,349
1338,2003-05-22,Colombia,1,0,1,0
1339,2003-05-22,Finland,1,0,1,0
1340,2003-05-22,France,7,0,6,1
1341,2003-05-22,Germany,9,0,9,0
1342,2003-05-22,India,3,0,3,0
1343,2003-05-22,Indonesia,2,0,2,0
1344,2003-05-22,Italy,9,0,9,0
1345,2003-05-22,Kuwait,1,0,1,0
1346,2003-05-22,Malaysia,8,2,5,1
1347,2003-05-22,Mongolia,9,0,8,1
1348,2003-05-22,New Zealand,1,0,1,0
1349,2003-05-22,Philippines,12,2,10,0
1350,2003-05-22,Republic of Ireland,1,0,1,0
1351,2003-05-22,Republic of Korea,3,0,2,1
1352,2003-05-22,Romania,1,0,1,0
1353,2003-05-22,Singapore,206,29,162,15
1354,2003-05-22,South Africa,1,1,0,0
1355,2003-05-22,Spain,1,0,1,0
1356,2003-05-22,Sweden,3,0,3,0
1357,2003-05-22,Switzerland,1,0,1,0
1358,2003-05-22,Thailand,8,2,5,1
1359,2003-05-22,United Kingdom,4,0,4,0
1360,2003-05-22,United States,65,0,33,32
1361,2003-05-22,Viet Nam,63,5,58,0
1362,2003-05-23,Brazil,2,0,2,0
1363,2003-05-23,Canada,140,23,109,8
1364,2003-05-23,China,5285,303,2544,2438
1365,2003-05-23,"Hong Kong SAR, China",1724,260,1255,209
1366,2003-05-23,"Macao SAR, China",2,0,0,2
1367,2003-05-23,"Taiwan, China",538,60,82,396
1368,2003-05-23,Colombia,1,0,1,0
1369,2003-05-23,Finland,1,0,1,0
1370,2003-05-23,France,7,0,6,1
1371,2003-05-23,Germany,9,0,9,0
1372,2003-05-23,India,3,0,3,0
1373,2003-05-23,Indonesia,2,0,2,0
1374,2003-05-23,Italy,9,0,9,0
1375,2003-05-23,Kuwait,1,0,1,0
1376,2003-05-23,Malaysia,8,2,5,1
1377,2003-05-23,Mongolia,9,0,8,1
1378,2003-05-23,New Zealand,1,0,1,0
1379,2003-05-23,Philippines,12,2,10,0
1380,2003-05-23,Republic of Ireland,1,0,1,0
1381,2003-05-23,Republic of Korea,3,0,2,1
1382,2003-05-23,Romania,1,0,1,0
1383,2003-05-23,Singapore,206,31,163,12
1384,2003-05-23,South Africa,1,1,0,0
1385,2003-05-23,Spain,1,0,1,0
1386,2003-05-23,Sweden,3,0,3,0
1387,2003-05-23,Switzerland,1,0,1,0
1388,2003-05-23,Thailand,8,2,5,1
1389,2003-05-23,United Kingdom,4,0,4,0
1390,2003-05-23,United States,65,0,33,32
1391,2003-05-23,Viet Nam,63,5,58,0
1392,2003-05-24,Brazil,2,0,2,0
1393,2003-05-24,Canada,140,23,109,8
1394,2003-05-24,China,5309,308,2675,2326
1395,2003-05-24,"Hong Kong SAR, China",1724,262,1266,196
1396,2003-05-24,"Macao SAR, China",2,0,0,2
1397,2003-05-24,"Taiwan, China",538,60,82,396
1398,2003-05-24,Colombia,1,0,1,0
1399,2003-05-24,Finland,1,0,1,0
1400,2003-05-24,France,7,0,6,1
1401,2003-05-24,Germany,9,0,9,0
1402,2003-05-24,India,3,0,3,0
1403,2003-05-24,Indonesia,2,0,2,0
1404,2003-05-24,Italy,9,0,9,0
1405,2003-05-24,Kuwait,1,0,1,0
1406,2003-05-24,Malaysia,8,2,5,1
1407,2003-05-24,Mongolia,9,0,8,1
1408,2003-05-24,New Zealand,1,0,1,0
1409,2003-05-24,Philippines,12,2,10,0
1410,2003-05-24,Republic of Ireland,1,0,1,0
1411,2003-05-24,Republic of Korea,3,0,2,1
1412,2003-05-24,Romania,1,0,1,0
1413,2003-05-24,Singapore,206,31,163,12
1414,2003-05-24,South Africa,1,1,0,0
1415,2003-05-24,Spain,1,0,1,0
1416,2003-05-24,Sweden,3,0,3,0
1417,2003-05-24,Switzerland,1,0,1,0
1418,2003-05-24,Thailand,8,2,5,1
1419,2003-05-24,United Kingdom,4,0,4,0
1420,2003-05-24,United States,65,0,33,32
1421,2003-05-24,Viet Nam,63,5,58,0
1422,2003-05-26,Brazil,2,0,2,0
1423,2003-05-26,Canada,148,26,110,12
1424,2003-05-26,China,5316,317,2829,2170
1425,2003-05-26,"Hong Kong SAR, China",1726,267,1276,183
1426,2003-05-26,"Macao SAR, China",2,0,0,2
1427,2003-05-26,"Taiwan, China",585,72,112,401
1428,2003-05-26,Colombia,1,0,1,0
1429,2003-05-26,Finland,1,0,1,0
1430,2003-05-26,France,7,0,6,1
1431,2003-05-26,Germany,9,0,9,0
1432,2003-05-26,India,3,0,3,0
1433,2003-05-26,Indonesia,2,0,2,0
1434,2003-05-26,Italy,9,0,9,0
1435,2003-05-26,Kuwait,1,0,1,0
1436,2003-05-26,Malaysia,5,2,3,0
1437,2003-05-26,Mongolia,9,0,8,1
1438,2003-05-26,New Zealand,1,0,1,0
1439,2003-05-26,Philippines,12,2,10,0
1440,2003-05-26,Republic of Ireland,1,0,1,0
1441,2003-05-26,Republic of Korea,3,0,2,1
1442,2003-05-26,Romania,1,0,1,0
1443,2003-05-26,Singapore,206,31,163,12
1444,2003-05-26,South Africa,1,1,0,0
1445,2003-05-26,Spain,1,0,1,0
1446,2003-05-26,Sweden,3,0,3,0
1447,2003-05-26,Switzerland,1,0,1,0
1448,2003-05-26,Thailand,8,2,6,0
1449,2003-05-26,United Kingdom,4,0,4,0
1450,2003-05-26,United States,65,0,33,32
1451,2003-05-26,Viet Nam,63,5,58,0
1452,2003-05-27,Brazil,2,0,2,0
1453,2003-05-27,Canada,148,26,111,11
1454,2003-05-27,China,5322,321,2944,2057
1455,2003-05-27,"Hong Kong SAR, China",1728,269,1285,174
1456,2003-05-27,"Macao SAR, China",2,0,0,2
1457,2003-05-27,"Taiwan, China",596,76,112,408
1458,2003-05-27,Colombia,1,0,1,0
1459,2003-05-27,Finland,1,0,1,0
1460,2003-05-27,France,7,0,6,1
1461,2003-05-27,Germany,9,0,9,0
1462,2003-05-27,India,3,0,3,0
1463,2003-05-27,Indonesia,2,0,2,0
1464,2003-05-27,Italy,9,0,9,0
1465,2003-05-27,Kuwait,1,0,1,0
1466,2003-05-27,Malaysia,5,2,3,0
1467,2003-05-27,Mongolia,9,0,9,0
1468,2003-05-27,New Zealand,1,0,1,0
1469,2003-05-27,Philippines,12,2,10,0
1470,2003-05-27,Republic of Ireland,1,0,1,0
1471,2003-05-27,Republic of Korea,3,0,2,1
1472,2003-05-27,Romania,1,0,1,0
1473,2003-05-27,Singapore,206,31,163,12
1474,2003-05-27,South Africa,1,1,0,0
1475,2003-05-27,Spain,1,0,1,0
1476,2003-05-27,Sweden,3,0,3,0
1477,2003-05-27,Switzerland,1,0,1,0
1478,2003-05-27,Thailand,8,2,6,0
1479,2003-05-27,United Kingdom,4,0,4,0
1480,2003-05-27,United States,65,0,32,33
1481,2003-05-27,Viet Nam,63,5,58,0
1482,2003-05-28,Australia,6,0,6,0
1483,2003-05-28,Brazil,2,0,2,0
1484,2003-05-28,Canada,149,26,111,12
1485,2003-05-28,China,5323,325,3036,1962
1486,2003-05-28,"Hong Kong SAR, China",1730,270,1295,165
1487,2003-05-28,"Macao SAR, China",2,0,0,2
1488,2003-05-28,"Taiwan, China",610,81,112,417
1489,2003-05-28,Colombia,1,0,1,0
1490,2003-05-28,Finland,1,0,1,0
1491,2003-05-28,France,7,0,6,1
1492,2003-05-28,Germany,9,0,9,0
1493,2003-05-28,India,3,0,3,0
1494,2003-05-28,Indonesia,2,0,2,0
1495,2003-05-28,Italy,9,0,9,0
1496,2003-05-28,Kuwait,1,0,1,0
1497,2003-05-28,Malaysia,5,2,3,0
1498,2003-05-28,Mongolia,9,0,9,0
1499,2003-05-28,New Zealand,1,0,1,0
1500,2003-05-28,Philippines,12,2,10,0
1501,2003-05-28,Republic of Ireland,1,0,1,0
1502,2003-05-28,Republic of Korea,3,0,2,1
1503,2003-05-28,Romania,1,0,1,0
1504,2003-05-28,Singapore,206,31,165,10
1505,2003-05-28,South Africa,1,1,0,0
1506,2003-05-28,Spain,1,0,1,0
1507,2003-05-28,Sweden,3,0,3,0
1508,2003-05-28,Switzerland,1,0,1,0
1509,2003-05-28,Thailand,8,2,6,0
1510,2003-05-28,United Kingdom,4,0,4,0
1511,2003-05-28,United States,66,0,32,34
1512,2003-05-28,Viet Nam,63,5,58,0
1513,2003-05-29,Australia,6,0,6,0
1514,2003-05-29,Brazil,2,0,2,0
1515,2003-05-29,Canada,151,26,112,13
1516,2003-05-29,China,5325,327,3121,1877
1517,2003-05-29,"Hong Kong SAR, China",1732,273,1302,157
1518,2003-05-29,"Macao SAR, China",1,0,0,1
1519,2003-05-29,"Taiwan, China",660,81,122,457
1520,2003-05-29,Colombia,1,0,1,0
1521,2003-05-29,Finland,1,0,1,0
1522,2003-05-29,France,7,0,6,1
1523,2003-05-29,Germany,9,0,9,0
1524,2003-05-29,India,3,0,3,0
1525,2003-05-29,Indonesia,2,0,2,0
1526,2003-05-29,Italy,9,0,9,0
1527,2003-05-29,Kuwait,1,0,1,0
1528,2003-05-29,Malaysia,5,2,3,0
1529,2003-05-29,Mongolia,9,0,9,0
1530,2003-05-29,New Zealand,1,0,1,0
1531,2003-05-29,Philippines,12,2,10,0
1532,2003-05-29,Republic of Ireland,1,0,1,0
1533,2003-05-29,Republic of Korea,3,0,2,1
1534,2003-05-29,Romania,1,0,1,0
1535,2003-05-29,Singapore,206,31,165,10
1536,2003-05-29,South Africa,1,1,0,0
1537,2003-05-29,Spain,1,0,1,0
1538,2003-05-29,Sweden,3,0,3,0
1539,2003-05-29,Switzerland,1,0,1,0
1540,2003-05-29,Thailand,8,2,6,0
1541,2003-05-29,United Kingdom,4,0,4,0
1542,2003-05-29,United States,66,0,32,34
1543,2003-05-29,Viet Nam,63,5,58,0
1544,2003-05-30,Brazil,2,0,2,0
1545,2003-05-30,Canada,159,28,112,19
1546,2003-05-30,China,5328,328,3250,1750
1547,2003-05-30,"Hong Kong SAR, China",1736,274,1304,158
1548,2003-05-30,"Macao SAR, China",1,0,0,1
1549,2003-05-30,"Taiwan, China",667,81,125,461
1550,2003-05-30,Colombia,1,0,1,0
1551,2003-05-30,Finland,1,0,1,0
1552,2003-05-30,France,7,0,6,1
1553,2003-05-30,Germany,9,0,9,0
1554,2003-05-30,India,3,0,3,0
1555,2003-05-30,Indonesia,2,0,2,0
1556,2003-05-30,Italy,9,0,9,0
1557,2003-05-30,Kuwait,1,0,1,0
1558,2003-05-30,Malaysia,5,2,3,0
1559,2003-05-30,Mongolia,9,0,9,0
1560,2003-05-30,New Zealand,1,0,1,0
1561,2003-05-30,Philippines,12,2,10,0
1562,2003-05-30,Republic of Ireland,1,0,1,0
1563,2003-05-30,Republic of Korea,3,0,3,0
1564,2003-05-30,Romania,1,0,1,0
1565,2003-05-30,Singapore,206,31,165,10
1566,2003-05-30,South Africa,1,1,0,0
1567,2003-05-30,Spain,1,0,1,0
1568,2003-05-30,Sweden,3,0,3,0
1569,2003-05-30,Switzerland,1,0,1,0
1570,2003-05-30,Thailand,8,2,6,0
1571,2003-05-30,United Kingdom,4,0,4,0
1572,2003-05-30,United States,66,0,32,34
1573,2003-05-30,Viet Nam,63,5,58,0
1574,2003-05-31,Brazil,2,0,2,0
1575,2003-05-31,Canada,188,30,116,42
1576,2003-05-31,China,5328,332,3371,1625
1577,2003-05-31,"Hong Kong SAR, China",1739,278,1310,151
1578,2003-05-31,"Macao SAR, China",1,0,0,1
1579,2003-05-31,"Taiwan, China",676,81,129,466
1580,2003-05-31,Colombia,1,0,1,0
1581,2003-05-31,Finland,1,0,1,0
1582,2003-05-31,France,7,0,6,1
1583,2003-05-31,Germany,10,0,9,1
1584,2003-05-31,India,3,0,3,0
1585,2003-05-31,Indonesia,2,0,2,0
1586,2003-05-31,Italy,9,0,9,0
1587,2003-05-31,Kuwait,1,0,1,0
1588,2003-05-31,Malaysia,5,2,3,0
1589,2003-05-31,Mongolia,9,0,9,0
1590,2003-05-31,New Zealand,1,0,1,0
1591,2003-05-31,Philippines,12,2,10,0
1592,2003-05-31,Republic of Ireland,1,0,1,0
1593,2003-05-31,Republic of Korea,3,0,3,0
1594,2003-05-31,Romania,1,0,1,0
1595,2003-05-31,Russian Federation,1,0,0,1
1596,2003-05-31,Singapore,206,31,165,10
1597,2003-05-31,South Africa,1,1,0,0
1598,2003-05-31,Spain,1,0,1,0
1599,2003-05-31,Sweden,3,0,3,0
1600,2003-05-31,Switzerland,1,0,1,0
1601,2003-05-31,Thailand,8,2,6,0
1602,2003-05-31,United Kingdom,4,0,4,0
1603,2003-05-31,United States,66,0,32,34
1604,2003-05-31,Viet Nam,63,5,58,0
1605,2003-06-02,Brazil,2,0,2,0
1606,2003-06-02,Canada,198,30,116,52
1607,2003-06-02,China,5328,334,3495,1499
1608,2003-06-02,"Hong Kong SAR, China",1746,282,1319,145
1609,2003-06-02,"Macao SAR, China",1,0,1,0
1610,2003-06-02,"Taiwan, China",684,81,134,469
1611,2003-06-02,Colombia,1,0,1,0
1612,2003-06-02,Finland,1,0,1,0
1613,2003-06-02,France,7,0,6,1
1614,2003-06-02,Germany,10,0,9,1
1615,2003-06-02,India,3,0,3,0
1616,2003-06-02,Indonesia,2,0,2,0
1617,2003-06-02,Italy,9,0,9,0
1618,2003-06-02,Kuwait,1,0,1,0
1619,2003-06-02,Malaysia,5,2,3,0
1620,2003-06-02,Mongolia,9,0,9,0
1621,2003-06-02,New Zealand,1,0,1,0
1622,2003-06-02,Philippines,12,2,10,0
1623,2003-06-02,Republic of Ireland,1,0,1,0
1624,2003-06-02,Republic of Korea,3,0,3,0
1625,2003-06-02,Romania,1,0,1,0
1626,2003-06-02,Russian Federation,1,0,0,1
1627,2003-06-02,Singapore,206,31,165,10
1628,2003-06-02,South Africa,1,1,0,0
1629,2003-06-02,Spain,1,0,1,0
1630,2003-06-02,Sweden,3,0,3,0
1631,2003-06-02,Switzerland,1,0,1,0
1632,2003-06-02,Thailand,8,2,6,0
1633,2003-06-02,United Kingdom,4,0,4,0
1634,2003-06-02,United States,66,0,32,34
1635,2003-06-02,Viet Nam,63,5,58,0
1636,2003-06-03,Brazil,2,0,2,0
1637,2003-06-03,Canada,213,31,116,66
1638,2003-06-03,China,5329,334,3558,1437
1639,2003-06-03,"Hong Kong SAR, China",1747,283,1326,138
1640,2003-06-03,"Macao SAR, China",1,0,1,0
1641,2003-06-03,"Taiwan, China",679,81,136,462
1642,2003-06-03,Colombia,1,0,1,0
1643,2003-06-03,Finland,1,0,1,0
1644,2003-06-03,France,7,0,6,1
1645,2003-06-03,Germany,10,0,9,1
1646,2003-06-03,India,3,0,3,0
1647,2003-06-03,Indonesia,2,0,2,0
1648,2003-06-03,Italy,9,0,9,0
1649,2003-06-03,Kuwait,1,0,1,0
1650,2003-06-03,Malaysia,5,2,3,0
1651,2003-06-03,Mongolia,9,0,9,0
1652,2003-06-03,New Zealand,1,0,1,0
1653,2003-06-03,Philippines,12,2,10,0
1654,2003-06-03,Republic of Ireland,1,0,1,0
1655,2003-06-03,Republic of Korea,3,0,3,0
1656,2003-06-03,Romania,1,0,1,0
1657,2003-06-03,Russian Federation,1,0,0,1
1658,2003-06-03,Singapore,206,31,165,10
1659,2003-06-03,South Africa,1,1,0,0
1660,2003-06-03,Spain,1,0,1,0
1661,2003-06-03,Sweden,3,0,3,0
1662,2003-06-03,Switzerland,1,0,1,0
1663,2003-06-03,Thailand,8,2,6,0
1664,2003-06-03,United Kingdom,4,0,4,0
1665,2003-06-03,United States,68,0,33,35
1666,2003-06-03,Viet Nam,63,5,58,0
1667,2003-06-04,Brazil,2,0,2,0
1668,2003-06-04,Canada,216,31,121,64
1669,2003-06-04,China,5329,334,3674,1321
1670,2003-06-04,"Hong Kong SAR, China",1748,283,1339,126
1671,2003-06-04,"Macao SAR, China",1,0,1,0
1672,2003-06-04,"Taiwan, China",678,81,272,325
1673,2003-06-04,Colombia,1,0,1,0
1674,2003-06-04,Finland,1,0,1,0
1675,2003-06-04,France,7,0,6,1
1676,2003-06-04,Germany,10,0,9,1
1677,2003-06-04,India,3,0,3,0
1678,2003-06-04,Indonesia,2,0,2,0
1679,2003-06-04,Italy,9,0,9,0
1680,2003-06-04,Kuwait,1,0,1,0
1681,2003-06-04,Malaysia,5,2,3,0
1682,2003-06-04,Mongolia,9,0,9,0
1683,2003-06-04,New Zealand,1,0,1,0
1684,2003-06-04,Philippines,12,2,10,0
1685,2003-06-04,Republic of Ireland,1,0,1,0
1686,2003-06-04,Republic of Korea,3,0,3,0
1687,2003-06-04,Romania,1,0,1,0
1688,2003-06-04,Russian Federation,1,0,0,1
1689,2003-06-04,Singapore,206,31,165,10
1690,2003-06-04,South Africa,1,1,0,0
1691,2003-06-04,Spain,1,0,1,0
1692,2003-06-04,Sweden,3,0,3,0
1693,2003-06-04,Switzerland,1,0,1,0
1694,2003-06-04,Thailand,8,2,6,0
1695,2003-06-04,United Kingdom,4,0,4,0
1696,2003-06-04,United States,69,0,34,35
1697,2003-06-04,Viet Nam,63,5,58,0
1698,2003-06-05,Brazil,2,0,2,0
1699,2003-06-05,Canada,218,31,120,67
1700,2003-06-05,China,5329,336,3770,1223
1701,2003-06-05,"Hong Kong SAR, China",1748,284,1343,121
1702,2003-06-05,"Macao SAR, China",1,0,1,0
1703,2003-06-05,"Taiwan, China",677,81,257,339
1704,2003-06-05,Colombia,1,0,1,0
1705,2003-06-05,Finland,1,0,1,0
1706,2003-06-05,France,7,0,6,1
1707,2003-06-05,Germany,10,0,9,1
1708,2003-06-05,India,3,0,3,0
1709,2003-06-05,Indonesia,2,0,2,0
1710,2003-06-05,Italy,9,0,9,0
1711,2003-06-05,Kuwait,1,0,1,0
1712,2003-06-05,Malaysia,5,2,3,0
1713,2003-06-05,Mongolia,9,0,9,0
1714,2003-06-05,New Zealand,1,0,1,0
1715,2003-06-05,Philippines,12,2,10,0
1716,2003-06-05,Republic of Ireland,1,0,1,0
1717,2003-06-05,Republic of Korea,3,0,3,0
1718,2003-06-05,Romania,1,0,1,0
1719,2003-06-05,Russian Federation,1,0,0,1
1720,2003-06-05,Singapore,206,31,165,10
1721,2003-06-05,South Africa,1,1,0,0
1722,2003-06-05,Spain,1,0,1,0
1723,2003-06-05,Sweden,3,0,3,0
1724,2003-06-05,Switzerland,1,0,1,0
1725,2003-06-05,Thailand,8,2,6,0
1726,2003-06-05,United Kingdom,4,0,4,0
1727,2003-06-05,United States,69,0,34,35
1728,2003-06-05,Viet Nam,63,5,58,0
1729,2003-06-06,Brazil,2,0,2,0
1730,2003-06-06,Canada,219,31,120,68
1731,2003-06-06,China,5329,338,3869,1122
1732,2003-06-06,"Hong Kong SAR, China",1750,286,1350,114
1733,2003-06-06,"Macao SAR, China",1,0,1,0
1734,2003-06-06,"Taiwan, China",676,81,257,338
1735,2003-06-06,Colombia,1,0,1,0
1736,2003-06-06,Finland,1,0,1,0
1737,2003-06-06,France,7,0,6,1
1738,2003-06-06,Germany,10,0,9,1
1739,2003-06-06,India,3,0,3,0
1740,2003-06-06,Indonesia,2,0,2,0
1741,2003-06-06,Italy,9,0,9,0
1742,2003-06-06,Kuwait,1,0,1,0
1743,2003-06-06,Malaysia,5,2,3,0
1744,2003-06-06,Mongolia,9,0,9,0
1745,2003-06-06,New Zealand,1,0,1,0
1746,2003-06-06,Philippines,12,2,10,0
1747,2003-06-06,Republic of Ireland,1,0,1,0
1748,2003-06-06,Republic of Korea,3,0,3,0
1749,2003-06-06,Romania,1,0,1,0
1750,2003-06-06,Russian Federation,1,0,0,1
1751,2003-06-06,Singapore,206,31,165,10
1752,2003-06-06,South Africa,1,1,0,0
1753,2003-06-06,Spain,1,0,1,0
1754,2003-06-06,Sweden,3,0,3,0
1755,2003-06-06,Switzerland,1,0,1,0
1756,2003-06-06,Thailand,8,2,6,0
1757,2003-06-06,United Kingdom,4,0,4,0
1758,2003-06-06,United States,68,0,35,33
1759,2003-06-06,Viet Nam,63,5,58,0
1760,2003-06-09,Brazil,2,0,2,0
1761,2003-06-09,Canada,229,32,128,69
1762,2003-06-09,China,5328,340,4186,802
1763,2003-06-09,"Hong Kong SAR, China",1753,288,1365,100
1764,2003-06-09,"Macao SAR, China",1,0,1,0
1765,2003-06-09,"Taiwan, China",680,81,257,342
1766,2003-06-09,Colombia,1,0,1,0
1767,2003-06-09,Finland,1,0,1,0
1768,2003-06-09,France,7,0,6,1
1769,2003-06-09,Germany,10,0,9,1
1770,2003-06-09,India,3,0,3,0
1771,2003-06-09,Indonesia,2,0,2,0
1772,2003-06-09,Italy,9,0,9,0
1773,2003-06-09,Kuwait,1,0,1,0
1774,2003-06-09,Malaysia,5,2,3,0
1775,2003-06-09,Mongolia,9,0,9,0
1776,2003-06-09,New Zealand,1,0,1,0
1777,2003-06-09,Philippines,12,2,10,0
1778,2003-06-09,Republic of Ireland,1,0,1,0
1779,2003-06-09,Republic of Korea,3,0,3,0
1780,2003-06-09,Romania,1,0,1,0
1781,2003-06-09,Russian Federation,1,0,0,1
1782,2003-06-09,Singapore,206,31,168,7
1783,2003-06-09,South Africa,1,1,0,0
1784,2003-06-09,Spain,1,0,1,0
1785,2003-06-09,Sweden,3,0,3,0
1786,2003-06-09,Switzerland,1,0,1,0
1787,2003-06-09,Thailand,9,2,6,1
1788,2003-06-09,United Kingdom,4,0,4,0
1789,2003-06-09,United States,68,0,35,33
1790,2003-06-09,Viet Nam,63,5,58,0
1791,2003-06-10,Brazil,3,0,2,1
1792,2003-06-10,Canada,229,32,131,66
1793,2003-06-10,China,5328,343,4294,691
1794,2003-06-10,"Hong Kong SAR, China",1754,290,1368,96
1795,2003-06-10,"Macao SAR, China",1,0,1,0
1796,2003-06-10,"Taiwan, China",686,81,319,286
1797,2003-06-10,Colombia,1,0,1,0
1798,2003-06-10,Finland,1,0,1,0
1799,2003-06-10,France,7,0,6,1
1800,2003-06-10,Germany,10,0,9,1
1801,2003-06-10,India,3,0,3,0
1802,2003-06-10,Indonesia,2,0,2,0
1803,2003-06-10,Italy,9,0,9,0
1804,2003-06-10,Kuwait,1,0,1,0
1805,2003-06-10,Malaysia,5,2,3,0
1806,2003-06-10,Mongolia,9,0,9,0
1807,2003-06-10,New Zealand,1,0,1,0
1808,2003-06-10,Philippines,12,2,10,0
1809,2003-06-10,Republic of Ireland,1,0,1,0
1810,2003-06-10,Republic of Korea,3,0,3,0
1811,2003-06-10,Romania,1,0,1,0
1812,2003-06-10,Russian Federation,1,0,0,1
1813,2003-06-10,Singapore,206,31,168,7
1814,2003-06-10,South Africa,1,1,0,0
1815,2003-06-10,Spain,1,0,1,0
1816,2003-06-10,Sweden,3,0,3,0
1817,2003-06-10,Switzerland,1,0,1,0
1818,2003-06-10,Thailand,9,2,6,1
1819,2003-06-10,United Kingdom,4,0,4,0
1820,2003-06-10,United States,69,0,36,33
1821,2003-06-10,Viet Nam,63,5,58,0
1822,2003-06-11,Brazil,3,0,2,1
1823,2003-06-11,Canada,230,32,134,64
1824,2003-06-11,China,5329,343,4390,596
1825,2003-06-11,"Hong Kong SAR, China",1754,290,1368,96
1826,2003-06-11,"Macao SAR, China",1,0,1,0
1827,2003-06-11,"Taiwan, China",687,81,344,262
1828,2003-06-11,Colombia,1,0,1,0
1829,2003-06-11,Finland,1,0,1,0
1830,2003-06-11,France,7,0,6,1
1831,2003-06-11,Germany,10,0,9,1
1832,2003-06-11,India,3,0,3,0
1833,2003-06-11,Indonesia,2,0,2,0
1834,2003-06-11,Italy,9,0,9,0
1835,2003-06-11,Kuwait,1,0,1,0
1836,2003-06-11,Malaysia,5,2,3,0
1837,2003-06-11,Mongolia,9,0,9,0
1838,2003-06-11,New Zealand,1,0,1,0
1839,2003-06-11,Philippines,12,2,10,0
1840,2003-06-11,Republic of Ireland,1,0,1,0
1841,2003-06-11,Republic of Korea,3,0,3,0
1842,2003-06-11,Romania,1,0,1,0
1843,2003-06-11,Russian Federation,1,0,0,1
1844,2003-06-11,Singapore,206,31,168,7
1845,2003-06-11,South Africa,1,1,0,0
1846,2003-06-11,Spain,1,0,1,0
1847,2003-06-11,Sweden,3,0,3,0
1848,2003-06-11,Switzerland,1,0,1,0
1849,2003-06-11,Thailand,9,2,6,1
1850,2003-06-11,United Kingdom,4,0,4,0
1851,2003-06-11,United States,71,0,36,35
1852,2003-06-11,Viet Nam,63,5,58,0
1853,2003-06-12,Brazil,3,0,2,1
1854,2003-06-12,Canada,238,32,141,65
1855,2003-06-12,China,5328,343,4457,528
1856,2003-06-12,"Hong Kong SAR, China",1755,291,1377,87
1857,2003-06-12,"Macao SAR, China",1,0,1,0
1858,2003-06-12,"Taiwan, China",688,81,347,260
1859,2003-06-12,Colombia,1,0,1,0
1860,2003-06-12,Finland,1,0,1,0
1861,2003-06-12,France,7,0,6,1
1862,2003-06-12,Germany,10,0,9,1
1863,2003-06-12,India,3,0,3,0
1864,2003-06-12,Indonesia,2,0,2,0
1865,2003-06-12,Italy,9,0,9,0
1866,2003-06-12,Kuwait,1,0,1,0
1867,2003-06-12,Malaysia,5,2,3,0
1868,2003-06-12,Mongolia,9,0,9,0
1869,2003-06-12,New Zealand,1,0,1,0
1870,2003-06-12,Philippines,14,2,12,0
1871,2003-06-12,Republic of Ireland,1,0,1,0
1872,2003-06-12,Republic of Korea,3,0,3,0
1873,2003-06-12,Romania,1,0,1,0
1874,2003-06-12,Russian Federation,1,0,0,1
